"","acceptedUsageKey","totalOcc","scientificName","key","kingdom","phylum","class","order","family"
"1",2495406,1,"Columba trocaz Heineken, 1829",2495406,"Animalia","Chordata","Aves","Columbiformes","Columbidae"
"2",2474864,2,"Chlamydotis undulata (Jacquin, 1784)",2474864,"Animalia","Chordata","Aves","Otidiformes","Otididae"
"3",2475001,3,"Turnix sylvaticus (Desfontaines, 1789)",2475001,"Animalia","Chordata","Aves","Charadriiformes","Turnicidae"
"4",2481463,6,"Pterodroma madeira Mathews, 1934",2481463,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"5",2481991,7,"Pelagodroma marina (Latham, 1790)",2481991,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae"
"6",2481606,28,"Bulweria bulwerii (Jardine & Selby, 1828)",2481606,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"7",5739275,29,"Puffinus assimilis Gould, 1838",5739275,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"8",2481789,92,"Numenius tenuirostris Vieillot, 1817",2481789,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"9",2481473,120,"Pterodroma feae (Salvadori, 1900)",2481473,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"10",8014966,389,"Falco biarmicus Temminck, 1825",8014966,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"11",2492953,425,"Sylvia melanothorax Tristram, 1872",2492953,"Animalia","Chordata","Aves","Passeriformes","Sylviidae"
"12",2482001,609,"Oceanodroma castro (Harcourt, 1851)",2482001,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae"
"13",2474045,699,"Alectoris barbara (Bonnaterre, 1790)",2474045,"Animalia","Chordata","Aves","Galliformes","Phasianidae"
"14",2480740,755,"Cursorius cursor (Latham, 1787)",2480740,"Animalia","Chordata","Aves","Charadriiformes","Glareolidae"
"15",6066518,800,"Phalacrocorax pygmeus (Pallas, 1773)",2481888,"Animalia","Chordata","Aves","Suliformes","Phalacrocoracidae"
"16",2491469,1055,"Emberiza cineracea C.L.Brehm, 1855",2491469,"Animalia","Chordata","Aves","Passeriformes","Emberizidae"
"17",2484880,1231,"Sitta krueperi Pelzeln, 1863",2484880,"Animalia","Chordata","Aves","Passeriformes","Sittidae"
"18",5231234,1264,"Oenanthe cypriaca (Homeyer, 1884)",5231234,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae"
"19",2493219,1321,"Hippolais olivetorum (Strickland, 1837)",2493219,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae"
"20",6100917,1393,"Sylvia rueppelli Temminck, 1823",2492947,"Animalia","Chordata","Aves","Passeriformes","Sylviidae"
"21",2481034,1537,"Falco cherrug J.E.Gray, 1834",2481034,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"22",2494177,1831,"Loxia scotica Hartert, 1904",2494177,"Animalia","Chordata","Aves","Passeriformes","Fringillidae"
"23",2492608,1883,"Ficedula semitorquata (Homeyer, 1885)",2492608,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae"
"24",2492965,2551,"Sylvia sarda Temminck, 1820",2492965,"Animalia","Chordata","Aves","Passeriformes","Sylviidae"
"25",5228644,3626,"Apus caffer (M.H.K.Lichtenstein, 1823)",5228644,"Animalia","Chordata","Aves","Apodiformes","Apodidae"
"26",2494394,3846,"Bucanetes githagineus (M.H.K.Lichtenstein, 1823)",2494394,"Animalia","Chordata","Aves","Passeriformes","Fringillidae"
"27",2491490,3912,"Emberiza caesia Cretzschmar, 1827",2491490,"Animalia","Chordata","Aves","Passeriformes","Emberizidae"
"28",5229142,3957,"Hoplopterus spinosus Linnaeus, 1758",11380022,"Animalia","Chordata","Aves","Charadriiformes","Charadriidae"
"29",2492855,4145,"Lanius nubicus Lichtenstein, 1823",2492855,"Animalia","Chordata","Aves","Passeriformes","Laniidae"
"30",2484886,4659,"Sitta whiteheadi Sharpe, 1884",2484886,"Animalia","Chordata","Aves","Passeriformes","Sittidae"
"31",2490674,5734,"Chersophilus duponti (Vieillot, 1824)",2490674,"Animalia","Chordata","Aves","Passeriformes","Alaudidae"
"32",2480578,7737,"Accipiter brevipes (Severtzov, 1850)",2480578,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"33",5229249,8144,"Sterna dougallii Montagu, 1813",5229249,"Animalia","Chordata","Aves","Charadriiformes","Laridae"
"34",5959143,8227,"Nyctea scandiaca (Linnaeus, 1758)",2497581,"Animalia","Chordata","Aves","Strigiformes","Strigidae"
"35",5231233,8774,"Oenanthe pleschanka (Lepechin, 1770)",5231233,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae"
"36",2474628,9585,"Porzana pusilla (Pallas, 1776)",2474628,"Animalia","Chordata","Aves","Gruiformes","Rallidae"
"37",2474381,12217,"Fulica cristata Gmelin, 1789",2474381,"Animalia","Chordata","Aves","Gruiformes","Rallidae"
"38",2481703,12446,"Xenus cinereus (Güldenstädt, 1775)",2481703,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"39",2480500,12776,"Aquila heliaca Savigny, 1809",2480500,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"40",2482012,14563,"Oceanodroma leucorhoa (Vieillot, 1818)",2482012,"Animalia","Chordata","Aves","Procellariiformes","Hydrobatidae"
"41",5229377,15310,"Puffinus yelkouan (Acerbi, 1827)",5229377,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"42",2474627,17446,"Porzana parva (Scopoli, 1769)",2474627,"Animalia","Chordata","Aves","Gruiformes","Rallidae"
"43",2481037,18164,"Falco eleonorae Géné, 1839",2481037,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"44",8069880,18195,"Falco rusticolus Linnaeus, 1758",8069880,"Animalia","Chordata","Aves","Falconiformes","Falconidae"
"45",2480193,18867,"Pterocles orientalis (Linnaeus, 1758)",2480193,"Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae"
"46",2498390,19011,"Marmaronetta angustirostris (Ménétries, 1832)",2498390,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"47",2497522,19115,"Strix nebulosa J.R.Forster, 1772",2497522,"Animalia","Chordata","Aves","Strigiformes","Strigidae"
"48",2480350,19646,"Pelecanus onocrotalus Linnaeus, 1758",2480350,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae"
"49",2480564,19827,"Buteo rufinus (Cretzschmar, 1829)",2480564,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"50",2493114,19908,"Acrocephalus paludicola (Vieillot, 1817)",2493114,"Animalia","Chordata","Aves","Passeriformes","Acrocephalidae"
"51",2474055,20091,"Alectoris graeca (Meisner, 1804)",2474055,"Animalia","Chordata","Aves","Galliformes","Phasianidae"
"52",2480353,20322,"Pelecanus crispus Bruch, 1832",2480353,"Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae"
"53",5232431,20464,"Polysticta stelleri (Pallas, 1769)",5232431,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"54",9691034,23312,"Phoenicopterus ruber Linnaeus, 1758",9691034,"Animalia","Chordata","Aves","Phoenicopteriformes","Phoenicopteridae"
"55",2480204,23983,"Pterocles alchata (Linnaeus, 1766)",2480204,"Animalia","Chordata","Aves","Pteroclidiformes","Pteroclididae"
"56",2497509,24040,"Strix uralensis Pallas, 1771",2497509,"Animalia","Chordata","Aves","Strigiformes","Strigidae"
"57",5231236,24880,"Oenanthe leucura (Gmelin, 1789)",5231236,"Animalia","Chordata","Aves","Passeriformes","Muscicapidae"
"58",2492854,27845,"Lanius minor Gmelin, 1788",2492854,"Animalia","Chordata","Aves","Passeriformes","Laniidae"
"59",2481831,30057,"Gallinago media (Latham, 1787)",2481831,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae"
"60",2480510,30737,"Aquila adalberti C.L.Brehm, 1861",2480510,"Animalia","Chordata","Aves","Accipitriformes","Accipitridae"
"61",2477927,32703,"Dendrocopos leucotos (Bechstein, 1802)",2477927,"Animalia","Chordata","Aves","Piciformes","Picidae"
"62",2498302,35847,"Oxyura leucocephala (Scopoli, 1769)",2498302,"Animalia","Chordata","Aves","Anseriformes","Anatidae"
"63",2478031,38354,"Dendrocopos syriacus (Hemprich & Ehrenberg, 1833)",2478031,"Animalia","Chordata","Aves","Piciformes","Picidae"
"64",2480757,40757,"Glareola pratincola (Linnaeus, 1766)",2480757,"Animalia","Chordata","Aves","Charadriiformes","Glareolidae"
"65",2481521,44242,"Calonectris diomedea (Scopoli, 1769)",2481521,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
"66",5229360,47213,"Puffinus puffinus mauretanicus Lowe, 1921",6486580,"Animalia","Chordata","Aves","Procellariiformes","Procellariidae"
