"","eeacellcode","x","y"
"1501","100kmE72N24",7250000,2450000
"1502","100kmE73N24",7350000,2450000
"1503","100kmE74N24",7450000,2450000
"1504","100kmE75N24",7550000,2450000
"1505","100kmE76N24",7650000,2450000
"1506","100kmE77N24",7750000,2450000
"1507","100kmE78N24",7850000,2450000
"1508","100kmE79N24",7950000,2450000
"1509","100kmE80N24",8050000,2450000
"1510","100kmE81N24",8150000,2450000
"1511","100kmE82N24",8250000,2450000
"1512","100kmE83N24",8350000,2450000
"1513","100kmE0N25",50000,2550000
"1514","100kmE1N25",150000,2550000
"1515","100kmE2N25",250000,2550000
"1516","100kmE3N25",350000,2550000
"1517","100kmE4N25",450000,2550000
"1518","100kmE5N25",550000,2550000
"1519","100kmE6N25",650000,2550000
"1520","100kmE7N25",750000,2550000
"1521","100kmE8N25",850000,2550000
"1522","100kmE9N25",950000,2550000
"1523","100kmE10N25",1050000,2550000
"1524","100kmE11N25",1150000,2550000
"1525","100kmE12N25",1250000,2550000
"1526","100kmE13N25",1350000,2550000
"1527","100kmE14N25",1450000,2550000
"1528","100kmE15N25",1550000,2550000
"1529","100kmE16N25",1650000,2550000
"1530","100kmE17N25",1750000,2550000
"1531","100kmE18N25",1850000,2550000
"1532","100kmE19N25",1950000,2550000
"1533","100kmE20N25",2050000,2550000
"1534","100kmE21N25",2150000,2550000
"1535","100kmE22N25",2250000,2550000
"1536","100kmE23N25",2350000,2550000
"1537","100kmE24N25",2450000,2550000
"1538","100kmE25N25",2550000,2550000
"1539","100kmE26N25",2650000,2550000
"1540","100kmE27N25",2750000,2550000
"1541","100kmE28N25",2850000,2550000
"1542","100kmE29N25",2950000,2550000
"1543","100kmE30N25",3050000,2550000
"1544","100kmE31N25",3150000,2550000
"1545","100kmE32N25",3250000,2550000
"1546","100kmE33N25",3350000,2550000
"1547","100kmE34N25",3450000,2550000
"1548","100kmE35N25",3550000,2550000
"1549","100kmE36N25",3650000,2550000
"1550","100kmE37N25",3750000,2550000
"1551","100kmE38N25",3850000,2550000
"1552","100kmE39N25",3950000,2550000
"1553","100kmE40N25",4050000,2550000
"1554","100kmE41N25",4150000,2550000
"1555","100kmE42N25",4250000,2550000
"1556","100kmE43N25",4350000,2550000
"1557","100kmE44N25",4450000,2550000
"1558","100kmE45N25",4550000,2550000
"1559","100kmE46N25",4650000,2550000
"1560","100kmE47N25",4750000,2550000
"1561","100kmE48N25",4850000,2550000
"1562","100kmE49N25",4950000,2550000
"1563","100kmE50N25",5050000,2550000
"1564","100kmE51N25",5150000,2550000
"1565","100kmE52N25",5250000,2550000
"1566","100kmE53N25",5350000,2550000
"1567","100kmE54N25",5450000,2550000
"1568","100kmE55N25",5550000,2550000
"1569","100kmE56N25",5650000,2550000
"1570","100kmE57N25",5750000,2550000
"1571","100kmE58N25",5850000,2550000
"1572","100kmE59N25",5950000,2550000
"1573","100kmE60N25",6050000,2550000
"1574","100kmE61N25",6150000,2550000
"1575","100kmE62N25",6250000,2550000
"1576","100kmE63N25",6350000,2550000
"1577","100kmE64N25",6450000,2550000
"1578","100kmE65N25",6550000,2550000
"1579","100kmE66N25",6650000,2550000
"1580","100kmE67N25",6750000,2550000
"1581","100kmE68N25",6850000,2550000
"1582","100kmE69N25",6950000,2550000
"1583","100kmE70N25",7050000,2550000
"1584","100kmE71N25",7150000,2550000
"1585","100kmE72N25",7250000,2550000
"1586","100kmE73N25",7350000,2550000
"1587","100kmE74N25",7450000,2550000
"1588","100kmE75N25",7550000,2550000
"1589","100kmE76N25",7650000,2550000
"1590","100kmE77N25",7750000,2550000
"1591","100kmE78N25",7850000,2550000
"1592","100kmE79N25",7950000,2550000
"1593","100kmE80N25",8050000,2550000
"1594","100kmE81N25",8150000,2550000
"1595","100kmE82N25",8250000,2550000
"1596","100kmE83N25",8350000,2550000
"1597","100kmE0N26",50000,2650000
"1598","100kmE1N26",150000,2650000
"1599","100kmE2N26",250000,2650000
"1600","100kmE3N26",350000,2650000
"1601","100kmE4N26",450000,2650000
"1602","100kmE5N26",550000,2650000
"1603","100kmE6N26",650000,2650000
"1604","100kmE7N26",750000,2650000
"1605","100kmE8N26",850000,2650000
"1606","100kmE9N26",950000,2650000
"1607","100kmE10N26",1050000,2650000
"1608","100kmE11N26",1150000,2650000
"1609","100kmE12N26",1250000,2650000
"1610","100kmE13N26",1350000,2650000
"1611","100kmE14N26",1450000,2650000
"1612","100kmE15N26",1550000,2650000
"1613","100kmE16N26",1650000,2650000
"1614","100kmE17N26",1750000,2650000
"1615","100kmE18N26",1850000,2650000
"1616","100kmE19N26",1950000,2650000
"1617","100kmE20N26",2050000,2650000
"1618","100kmE21N26",2150000,2650000
"1619","100kmE22N26",2250000,2650000
"1620","100kmE23N26",2350000,2650000
"1621","100kmE24N26",2450000,2650000
"1622","100kmE25N26",2550000,2650000
"1623","100kmE26N26",2650000,2650000
"1624","100kmE27N26",2750000,2650000
"1625","100kmE28N26",2850000,2650000
"1626","100kmE29N26",2950000,2650000
"1627","100kmE30N26",3050000,2650000
"1628","100kmE31N26",3150000,2650000
"1629","100kmE32N26",3250000,2650000
"1630","100kmE33N26",3350000,2650000
"1631","100kmE34N26",3450000,2650000
"1632","100kmE35N26",3550000,2650000
"1633","100kmE36N26",3650000,2650000
"1634","100kmE37N26",3750000,2650000
"1635","100kmE38N26",3850000,2650000
"1636","100kmE39N26",3950000,2650000
"1637","100kmE40N26",4050000,2650000
"1638","100kmE41N26",4150000,2650000
"1639","100kmE42N26",4250000,2650000
"1640","100kmE43N26",4350000,2650000
"1641","100kmE44N26",4450000,2650000
"1642","100kmE45N26",4550000,2650000
"1643","100kmE46N26",4650000,2650000
"1644","100kmE47N26",4750000,2650000
"1645","100kmE48N26",4850000,2650000
"1646","100kmE49N26",4950000,2650000
"1647","100kmE50N26",5050000,2650000
"1648","100kmE51N26",5150000,2650000
"1649","100kmE52N26",5250000,2650000
"1650","100kmE53N26",5350000,2650000
"1651","100kmE54N26",5450000,2650000
"1652","100kmE55N26",5550000,2650000
"1653","100kmE56N26",5650000,2650000
"1654","100kmE57N26",5750000,2650000
"1655","100kmE58N26",5850000,2650000
"1656","100kmE59N26",5950000,2650000
"1657","100kmE60N26",6050000,2650000
"1658","100kmE61N26",6150000,2650000
"1659","100kmE62N26",6250000,2650000
"1660","100kmE63N26",6350000,2650000
"1661","100kmE64N26",6450000,2650000
"1662","100kmE65N26",6550000,2650000
"1663","100kmE66N26",6650000,2650000
"1664","100kmE67N26",6750000,2650000
"1665","100kmE68N26",6850000,2650000
"1666","100kmE69N26",6950000,2650000
"1667","100kmE70N26",7050000,2650000
"1668","100kmE71N26",7150000,2650000
"1669","100kmE72N26",7250000,2650000
"1670","100kmE73N26",7350000,2650000
"1671","100kmE74N26",7450000,2650000
"1672","100kmE75N26",7550000,2650000
"1673","100kmE76N26",7650000,2650000
"1674","100kmE77N26",7750000,2650000
"1675","100kmE78N26",7850000,2650000
"1676","100kmE79N26",7950000,2650000
"1677","100kmE80N26",8050000,2650000
"1678","100kmE81N26",8150000,2650000
"1679","100kmE82N26",8250000,2650000
"1680","100kmE83N26",8350000,2650000
"1681","100kmE0N27",50000,2750000
"1682","100kmE1N27",150000,2750000
"1683","100kmE2N27",250000,2750000
"1684","100kmE3N27",350000,2750000
"1685","100kmE4N27",450000,2750000
"1686","100kmE5N27",550000,2750000
"1687","100kmE6N27",650000,2750000
"1688","100kmE7N27",750000,2750000
"1689","100kmE8N27",850000,2750000
"1690","100kmE9N27",950000,2750000
"1691","100kmE10N27",1050000,2750000
"1692","100kmE11N27",1150000,2750000
"1693","100kmE12N27",1250000,2750000
"1694","100kmE13N27",1350000,2750000
"1695","100kmE14N27",1450000,2750000
"1696","100kmE15N27",1550000,2750000
"1697","100kmE16N27",1650000,2750000
"1698","100kmE17N27",1750000,2750000
"1699","100kmE18N27",1850000,2750000
"1700","100kmE19N27",1950000,2750000
"1701","100kmE20N27",2050000,2750000
"1702","100kmE21N27",2150000,2750000
"1703","100kmE22N27",2250000,2750000
"1704","100kmE23N27",2350000,2750000
"1705","100kmE24N27",2450000,2750000
"1706","100kmE25N27",2550000,2750000
"1707","100kmE26N27",2650000,2750000
"1708","100kmE27N27",2750000,2750000
"1709","100kmE28N27",2850000,2750000
"1710","100kmE29N27",2950000,2750000
"1711","100kmE30N27",3050000,2750000
"1712","100kmE31N27",3150000,2750000
"1713","100kmE32N27",3250000,2750000
"1714","100kmE33N27",3350000,2750000
"1715","100kmE34N27",3450000,2750000
"1716","100kmE35N27",3550000,2750000
"1717","100kmE36N27",3650000,2750000
"1718","100kmE37N27",3750000,2750000
"1719","100kmE38N27",3850000,2750000
"1720","100kmE39N27",3950000,2750000
"1721","100kmE40N27",4050000,2750000
"1722","100kmE41N27",4150000,2750000
"1723","100kmE42N27",4250000,2750000
"1724","100kmE43N27",4350000,2750000
"1725","100kmE44N27",4450000,2750000
"1726","100kmE45N27",4550000,2750000
"1727","100kmE46N27",4650000,2750000
"1728","100kmE47N27",4750000,2750000
"1729","100kmE48N27",4850000,2750000
"1730","100kmE49N27",4950000,2750000
"1731","100kmE50N27",5050000,2750000
"1732","100kmE51N27",5150000,2750000
"1733","100kmE52N27",5250000,2750000
"1734","100kmE53N27",5350000,2750000
"1735","100kmE54N27",5450000,2750000
"1736","100kmE55N27",5550000,2750000
"1737","100kmE56N27",5650000,2750000
"1738","100kmE57N27",5750000,2750000
"1739","100kmE58N27",5850000,2750000
"1740","100kmE59N27",5950000,2750000
"1741","100kmE60N27",6050000,2750000
"1742","100kmE61N27",6150000,2750000
"1743","100kmE62N27",6250000,2750000
"1744","100kmE63N27",6350000,2750000
"1745","100kmE64N27",6450000,2750000
"1746","100kmE65N27",6550000,2750000
"1747","100kmE66N27",6650000,2750000
"1748","100kmE67N27",6750000,2750000
"1749","100kmE68N27",6850000,2750000
"1750","100kmE69N27",6950000,2750000
"1751","100kmE70N27",7050000,2750000
"1752","100kmE71N27",7150000,2750000
"1753","100kmE72N27",7250000,2750000
"1754","100kmE73N27",7350000,2750000
"1755","100kmE74N27",7450000,2750000
"1756","100kmE75N27",7550000,2750000
"1757","100kmE76N27",7650000,2750000
"1758","100kmE77N27",7750000,2750000
"1759","100kmE78N27",7850000,2750000
"1760","100kmE79N27",7950000,2750000
"1761","100kmE80N27",8050000,2750000
"1762","100kmE81N27",8150000,2750000
"1763","100kmE82N27",8250000,2750000
"1764","100kmE83N27",8350000,2750000
"1765","100kmE0N28",50000,2850000
"1766","100kmE1N28",150000,2850000
"1767","100kmE2N28",250000,2850000
"1768","100kmE3N28",350000,2850000
"1769","100kmE4N28",450000,2850000
"1770","100kmE5N28",550000,2850000
"1771","100kmE6N28",650000,2850000
"1772","100kmE7N28",750000,2850000
"1773","100kmE8N28",850000,2850000
"1774","100kmE9N28",950000,2850000
"1775","100kmE10N28",1050000,2850000
"1776","100kmE11N28",1150000,2850000
"1777","100kmE12N28",1250000,2850000
"1778","100kmE13N28",1350000,2850000
"1779","100kmE14N28",1450000,2850000
"1780","100kmE15N28",1550000,2850000
"1781","100kmE16N28",1650000,2850000
"1782","100kmE17N28",1750000,2850000
"1783","100kmE18N28",1850000,2850000
"1784","100kmE19N28",1950000,2850000
"1785","100kmE20N28",2050000,2850000
"1786","100kmE21N28",2150000,2850000
"1787","100kmE22N28",2250000,2850000
"1788","100kmE23N28",2350000,2850000
"1789","100kmE24N28",2450000,2850000
"1790","100kmE25N28",2550000,2850000
"1791","100kmE26N28",2650000,2850000
"1792","100kmE27N28",2750000,2850000
"1793","100kmE28N28",2850000,2850000
"1794","100kmE29N28",2950000,2850000
"1795","100kmE30N28",3050000,2850000
"1796","100kmE31N28",3150000,2850000
"1797","100kmE32N28",3250000,2850000
"1798","100kmE33N28",3350000,2850000
"1799","100kmE34N28",3450000,2850000
"1800","100kmE35N28",3550000,2850000
"1801","100kmE36N28",3650000,2850000
"1802","100kmE37N28",3750000,2850000
"1803","100kmE38N28",3850000,2850000
"1804","100kmE39N28",3950000,2850000
"1805","100kmE40N28",4050000,2850000
"1806","100kmE41N28",4150000,2850000
"1807","100kmE42N28",4250000,2850000
"1808","100kmE43N28",4350000,2850000
"1809","100kmE44N28",4450000,2850000
"1810","100kmE45N28",4550000,2850000
"1811","100kmE46N28",4650000,2850000
"1812","100kmE47N28",4750000,2850000
"1813","100kmE48N28",4850000,2850000
"1814","100kmE49N28",4950000,2850000
"1815","100kmE50N28",5050000,2850000
"1816","100kmE51N28",5150000,2850000
"1817","100kmE52N28",5250000,2850000
"1818","100kmE53N28",5350000,2850000
"1819","100kmE54N28",5450000,2850000
"1820","100kmE55N28",5550000,2850000
"1821","100kmE56N28",5650000,2850000
"1822","100kmE57N28",5750000,2850000
"1823","100kmE58N28",5850000,2850000
"1824","100kmE59N28",5950000,2850000
"1825","100kmE60N28",6050000,2850000
"1826","100kmE61N28",6150000,2850000
"1827","100kmE62N28",6250000,2850000
"1828","100kmE63N28",6350000,2850000
"1829","100kmE64N28",6450000,2850000
"1830","100kmE65N28",6550000,2850000
"1831","100kmE66N28",6650000,2850000
"1832","100kmE67N28",6750000,2850000
"1833","100kmE68N28",6850000,2850000
"1834","100kmE69N28",6950000,2850000
"1835","100kmE70N28",7050000,2850000
"1836","100kmE71N28",7150000,2850000
"1837","100kmE72N28",7250000,2850000
"1838","100kmE73N28",7350000,2850000
"1839","100kmE74N28",7450000,2850000
"1840","100kmE75N28",7550000,2850000
"1841","100kmE76N28",7650000,2850000
"1842","100kmE77N28",7750000,2850000
"1843","100kmE78N28",7850000,2850000
"1844","100kmE79N28",7950000,2850000
"1845","100kmE80N28",8050000,2850000
"1846","100kmE81N28",8150000,2850000
"1847","100kmE82N28",8250000,2850000
"1848","100kmE83N28",8350000,2850000
"1849","100kmE0N29",50000,2950000
"1850","100kmE1N29",150000,2950000
"1851","100kmE2N29",250000,2950000
"1852","100kmE3N29",350000,2950000
"1853","100kmE4N29",450000,2950000
"1854","100kmE5N29",550000,2950000
"1855","100kmE6N29",650000,2950000
"1856","100kmE7N29",750000,2950000
"1857","100kmE8N29",850000,2950000
"1858","100kmE9N29",950000,2950000
"1859","100kmE10N29",1050000,2950000
"1860","100kmE11N29",1150000,2950000
"1861","100kmE12N29",1250000,2950000
"1862","100kmE13N29",1350000,2950000
"1863","100kmE14N29",1450000,2950000
"1864","100kmE15N29",1550000,2950000
"1865","100kmE16N29",1650000,2950000
"1866","100kmE17N29",1750000,2950000
"1867","100kmE18N29",1850000,2950000
"1868","100kmE19N29",1950000,2950000
"1869","100kmE20N29",2050000,2950000
"1870","100kmE21N29",2150000,2950000
"1871","100kmE22N29",2250000,2950000
"1872","100kmE23N29",2350000,2950000
"1873","100kmE24N29",2450000,2950000
"1874","100kmE25N29",2550000,2950000
"1875","100kmE26N29",2650000,2950000
"1876","100kmE27N29",2750000,2950000
"1877","100kmE28N29",2850000,2950000
"1878","100kmE29N29",2950000,2950000
"1879","100kmE30N29",3050000,2950000
"1880","100kmE31N29",3150000,2950000
"1881","100kmE32N29",3250000,2950000
"1882","100kmE33N29",3350000,2950000
"1883","100kmE34N29",3450000,2950000
"1884","100kmE35N29",3550000,2950000
"1885","100kmE36N29",3650000,2950000
"1886","100kmE37N29",3750000,2950000
"1887","100kmE38N29",3850000,2950000
"1888","100kmE39N29",3950000,2950000
"1889","100kmE40N29",4050000,2950000
"1890","100kmE41N29",4150000,2950000
"1891","100kmE42N29",4250000,2950000
"1892","100kmE43N29",4350000,2950000
"1893","100kmE44N29",4450000,2950000
"1894","100kmE45N29",4550000,2950000
"1895","100kmE46N29",4650000,2950000
"1896","100kmE47N29",4750000,2950000
"1897","100kmE48N29",4850000,2950000
"1898","100kmE49N29",4950000,2950000
"1899","100kmE50N29",5050000,2950000
"1900","100kmE51N29",5150000,2950000
"1901","100kmE52N29",5250000,2950000
"1902","100kmE53N29",5350000,2950000
"1903","100kmE54N29",5450000,2950000
"1904","100kmE55N29",5550000,2950000
"1905","100kmE56N29",5650000,2950000
"1906","100kmE57N29",5750000,2950000
"1907","100kmE58N29",5850000,2950000
"1908","100kmE59N29",5950000,2950000
"1909","100kmE60N29",6050000,2950000
"1910","100kmE61N29",6150000,2950000
"1911","100kmE62N29",6250000,2950000
"1912","100kmE63N29",6350000,2950000
"1913","100kmE64N29",6450000,2950000
"1914","100kmE65N29",6550000,2950000
"1915","100kmE66N29",6650000,2950000
"1916","100kmE67N29",6750000,2950000
"1917","100kmE68N29",6850000,2950000
"1918","100kmE69N29",6950000,2950000
"1919","100kmE70N29",7050000,2950000
"1920","100kmE71N29",7150000,2950000
"1921","100kmE72N29",7250000,2950000
"1922","100kmE73N29",7350000,2950000
"1923","100kmE74N29",7450000,2950000
"1924","100kmE75N29",7550000,2950000
"1925","100kmE76N29",7650000,2950000
"1926","100kmE77N29",7750000,2950000
"1927","100kmE78N29",7850000,2950000
"1928","100kmE79N29",7950000,2950000
"1929","100kmE80N29",8050000,2950000
"1930","100kmE81N29",8150000,2950000
"1931","100kmE82N29",8250000,2950000
"1932","100kmE83N29",8350000,2950000
"1933","100kmE0N30",50000,3050000
"1934","100kmE1N30",150000,3050000
"1935","100kmE2N30",250000,3050000
"1936","100kmE3N30",350000,3050000
"1937","100kmE4N30",450000,3050000
"1938","100kmE5N30",550000,3050000
"1939","100kmE6N30",650000,3050000
"1940","100kmE7N30",750000,3050000
"1941","100kmE8N30",850000,3050000
"1942","100kmE9N30",950000,3050000
"1943","100kmE10N30",1050000,3050000
"1944","100kmE11N30",1150000,3050000
"1945","100kmE12N30",1250000,3050000
"1946","100kmE13N30",1350000,3050000
"1947","100kmE14N30",1450000,3050000
"1948","100kmE15N30",1550000,3050000
"1949","100kmE16N30",1650000,3050000
"1950","100kmE17N30",1750000,3050000
"1951","100kmE18N30",1850000,3050000
"1952","100kmE19N30",1950000,3050000
"1953","100kmE20N30",2050000,3050000
"1954","100kmE21N30",2150000,3050000
"1955","100kmE22N30",2250000,3050000
"1956","100kmE23N30",2350000,3050000
"1957","100kmE24N30",2450000,3050000
"1958","100kmE25N30",2550000,3050000
"1959","100kmE26N30",2650000,3050000
"1960","100kmE27N30",2750000,3050000
"1961","100kmE28N30",2850000,3050000
"1962","100kmE29N30",2950000,3050000
"1963","100kmE30N30",3050000,3050000
"1964","100kmE31N30",3150000,3050000
"1965","100kmE32N30",3250000,3050000
"1966","100kmE33N30",3350000,3050000
"1967","100kmE34N30",3450000,3050000
"1968","100kmE35N30",3550000,3050000
"1969","100kmE36N30",3650000,3050000
"1970","100kmE37N30",3750000,3050000
"1971","100kmE38N30",3850000,3050000
"1972","100kmE39N30",3950000,3050000
"1973","100kmE40N30",4050000,3050000
"1974","100kmE41N30",4150000,3050000
"1975","100kmE42N30",4250000,3050000
"1976","100kmE43N30",4350000,3050000
"1977","100kmE44N30",4450000,3050000
"1978","100kmE45N30",4550000,3050000
"1979","100kmE46N30",4650000,3050000
"1980","100kmE47N30",4750000,3050000
"1981","100kmE48N30",4850000,3050000
"1982","100kmE49N30",4950000,3050000
"1983","100kmE50N30",5050000,3050000
"1984","100kmE51N30",5150000,3050000
"1985","100kmE52N30",5250000,3050000
"1986","100kmE53N30",5350000,3050000
"1987","100kmE54N30",5450000,3050000
"1988","100kmE55N30",5550000,3050000
"1989","100kmE56N30",5650000,3050000
"1990","100kmE57N30",5750000,3050000
"1991","100kmE58N30",5850000,3050000
"1992","100kmE59N30",5950000,3050000
"1993","100kmE60N30",6050000,3050000
"1994","100kmE61N30",6150000,3050000
"1995","100kmE62N30",6250000,3050000
"1996","100kmE63N30",6350000,3050000
"1997","100kmE64N30",6450000,3050000
"1998","100kmE65N30",6550000,3050000
"1999","100kmE66N30",6650000,3050000
"2000","100kmE67N30",6750000,3050000
"2001","100kmE68N30",6850000,3050000
"2002","100kmE69N30",6950000,3050000
"2003","100kmE70N30",7050000,3050000
"2004","100kmE71N30",7150000,3050000
"2005","100kmE72N30",7250000,3050000
"2006","100kmE73N30",7350000,3050000
"2007","100kmE74N30",7450000,3050000
"2008","100kmE75N30",7550000,3050000
"2009","100kmE76N30",7650000,3050000
"2010","100kmE77N30",7750000,3050000
"2011","100kmE78N30",7850000,3050000
"2012","100kmE79N30",7950000,3050000
"2013","100kmE80N30",8050000,3050000
"2014","100kmE81N30",8150000,3050000
"2015","100kmE82N30",8250000,3050000
"2016","100kmE83N30",8350000,3050000
"2017","100kmE0N31",50000,3150000
"2018","100kmE1N31",150000,3150000
"2019","100kmE2N31",250000,3150000
"2020","100kmE3N31",350000,3150000
"2021","100kmE4N31",450000,3150000
"2022","100kmE5N31",550000,3150000
"2023","100kmE6N31",650000,3150000
"2024","100kmE7N31",750000,3150000
"2025","100kmE8N31",850000,3150000
"2026","100kmE9N31",950000,3150000
"2027","100kmE10N31",1050000,3150000
"2028","100kmE11N31",1150000,3150000
"2029","100kmE12N31",1250000,3150000
"2030","100kmE13N31",1350000,3150000
"2031","100kmE14N31",1450000,3150000
"2032","100kmE15N31",1550000,3150000
"2033","100kmE16N31",1650000,3150000
"2034","100kmE17N31",1750000,3150000
"2035","100kmE18N31",1850000,3150000
"2036","100kmE19N31",1950000,3150000
"2037","100kmE20N31",2050000,3150000
"2038","100kmE21N31",2150000,3150000
"2039","100kmE22N31",2250000,3150000
"2040","100kmE23N31",2350000,3150000
"2041","100kmE24N31",2450000,3150000
"2042","100kmE25N31",2550000,3150000
"2043","100kmE26N31",2650000,3150000
"2044","100kmE27N31",2750000,3150000
"2045","100kmE28N31",2850000,3150000
"2046","100kmE29N31",2950000,3150000
"2047","100kmE30N31",3050000,3150000
"2048","100kmE31N31",3150000,3150000
"2049","100kmE32N31",3250000,3150000
"2050","100kmE33N31",3350000,3150000
"2051","100kmE34N31",3450000,3150000
"2052","100kmE35N31",3550000,3150000
"2053","100kmE36N31",3650000,3150000
"2054","100kmE37N31",3750000,3150000
"2055","100kmE38N31",3850000,3150000
"2056","100kmE39N31",3950000,3150000
"2057","100kmE40N31",4050000,3150000
"2058","100kmE41N31",4150000,3150000
"2059","100kmE42N31",4250000,3150000
"2060","100kmE43N31",4350000,3150000
"2061","100kmE44N31",4450000,3150000
"2062","100kmE45N31",4550000,3150000
"2063","100kmE46N31",4650000,3150000
"2064","100kmE47N31",4750000,3150000
"2065","100kmE48N31",4850000,3150000
"2066","100kmE49N31",4950000,3150000
"2067","100kmE50N31",5050000,3150000
"2068","100kmE51N31",5150000,3150000
"2069","100kmE52N31",5250000,3150000
"2070","100kmE53N31",5350000,3150000
"2071","100kmE54N31",5450000,3150000
"2072","100kmE55N31",5550000,3150000
"2073","100kmE56N31",5650000,3150000
"2074","100kmE57N31",5750000,3150000
"2075","100kmE58N31",5850000,3150000
"2076","100kmE59N31",5950000,3150000
"2077","100kmE60N31",6050000,3150000
"2078","100kmE61N31",6150000,3150000
"2079","100kmE62N31",6250000,3150000
"2080","100kmE63N31",6350000,3150000
"2081","100kmE64N31",6450000,3150000
"2082","100kmE65N31",6550000,3150000
"2083","100kmE66N31",6650000,3150000
"2084","100kmE67N31",6750000,3150000
"2085","100kmE68N31",6850000,3150000
"2086","100kmE69N31",6950000,3150000
"2087","100kmE70N31",7050000,3150000
"2088","100kmE71N31",7150000,3150000
"2089","100kmE72N31",7250000,3150000
"2090","100kmE73N31",7350000,3150000
"2091","100kmE74N31",7450000,3150000
"2092","100kmE75N31",7550000,3150000
"2093","100kmE76N31",7650000,3150000
"2094","100kmE77N31",7750000,3150000
"2095","100kmE78N31",7850000,3150000
"2096","100kmE79N31",7950000,3150000
"2097","100kmE80N31",8050000,3150000
"2098","100kmE81N31",8150000,3150000
"2099","100kmE82N31",8250000,3150000
"2100","100kmE83N31",8350000,3150000
"2101","100kmE0N32",50000,3250000
"2102","100kmE1N32",150000,3250000
"2103","100kmE2N32",250000,3250000
"2104","100kmE3N32",350000,3250000
"2105","100kmE4N32",450000,3250000
"2106","100kmE5N32",550000,3250000
"2107","100kmE6N32",650000,3250000
"2108","100kmE7N32",750000,3250000
"2109","100kmE8N32",850000,3250000
"2110","100kmE9N32",950000,3250000
"2111","100kmE10N32",1050000,3250000
"2112","100kmE11N32",1150000,3250000
"2113","100kmE12N32",1250000,3250000
"2114","100kmE13N32",1350000,3250000
"2115","100kmE14N32",1450000,3250000
"2116","100kmE15N32",1550000,3250000
"2117","100kmE16N32",1650000,3250000
"2118","100kmE17N32",1750000,3250000
"2119","100kmE18N32",1850000,3250000
"2120","100kmE19N32",1950000,3250000
"2121","100kmE20N32",2050000,3250000
"2122","100kmE21N32",2150000,3250000
"2123","100kmE22N32",2250000,3250000
"2124","100kmE23N32",2350000,3250000
"2125","100kmE24N32",2450000,3250000
"2126","100kmE25N32",2550000,3250000
"2127","100kmE26N32",2650000,3250000
"2128","100kmE27N32",2750000,3250000
"2129","100kmE28N32",2850000,3250000
"2130","100kmE29N32",2950000,3250000
"2131","100kmE30N32",3050000,3250000
"2132","100kmE31N32",3150000,3250000
"2133","100kmE32N32",3250000,3250000
"2134","100kmE33N32",3350000,3250000
"2135","100kmE34N32",3450000,3250000
"2136","100kmE35N32",3550000,3250000
"2137","100kmE36N32",3650000,3250000
"2138","100kmE37N32",3750000,3250000
"2139","100kmE38N32",3850000,3250000
"2140","100kmE39N32",3950000,3250000
"2141","100kmE40N32",4050000,3250000
"2142","100kmE41N32",4150000,3250000
"2143","100kmE42N32",4250000,3250000
"2144","100kmE43N32",4350000,3250000
"2145","100kmE44N32",4450000,3250000
"2146","100kmE45N32",4550000,3250000
"2147","100kmE46N32",4650000,3250000
"2148","100kmE47N32",4750000,3250000
"2149","100kmE48N32",4850000,3250000
"2150","100kmE49N32",4950000,3250000
"2151","100kmE50N32",5050000,3250000
"2152","100kmE51N32",5150000,3250000
"2153","100kmE52N32",5250000,3250000
"2154","100kmE53N32",5350000,3250000
"2155","100kmE54N32",5450000,3250000
"2156","100kmE55N32",5550000,3250000
"2157","100kmE56N32",5650000,3250000
"2158","100kmE57N32",5750000,3250000
"2159","100kmE58N32",5850000,3250000
"2160","100kmE59N32",5950000,3250000
"2161","100kmE60N32",6050000,3250000
"2162","100kmE61N32",6150000,3250000
"2163","100kmE62N32",6250000,3250000
"2164","100kmE63N32",6350000,3250000
"2165","100kmE64N32",6450000,3250000
"2166","100kmE65N32",6550000,3250000
"2167","100kmE66N32",6650000,3250000
"2168","100kmE67N32",6750000,3250000
"2169","100kmE68N32",6850000,3250000
"2170","100kmE69N32",6950000,3250000
"2171","100kmE70N32",7050000,3250000
"2172","100kmE71N32",7150000,3250000
"2173","100kmE72N32",7250000,3250000
"2174","100kmE73N32",7350000,3250000
"2175","100kmE74N32",7450000,3250000
"2176","100kmE75N32",7550000,3250000
"2177","100kmE76N32",7650000,3250000
"2178","100kmE77N32",7750000,3250000
"2179","100kmE78N32",7850000,3250000
"2180","100kmE79N32",7950000,3250000
"2181","100kmE80N32",8050000,3250000
"2182","100kmE81N32",8150000,3250000
"2183","100kmE82N32",8250000,3250000
"2184","100kmE83N32",8350000,3250000
"2185","100kmE0N33",50000,3350000
"2186","100kmE1N33",150000,3350000
"2187","100kmE2N33",250000,3350000
"2188","100kmE3N33",350000,3350000
"2189","100kmE4N33",450000,3350000
"2190","100kmE5N33",550000,3350000
"2191","100kmE6N33",650000,3350000
"2192","100kmE7N33",750000,3350000
"2193","100kmE8N33",850000,3350000
"2194","100kmE9N33",950000,3350000
"2195","100kmE10N33",1050000,3350000
"2196","100kmE11N33",1150000,3350000
"2197","100kmE12N33",1250000,3350000
"2198","100kmE13N33",1350000,3350000
"2199","100kmE14N33",1450000,3350000
"2200","100kmE15N33",1550000,3350000
"2201","100kmE16N33",1650000,3350000
"2202","100kmE17N33",1750000,3350000
"2203","100kmE18N33",1850000,3350000
